Date,Open,High,Low,Close,Adj Close,Volume
2023-02-13,38.500000,39.119999,38.500000,38.900002,38.796883,33000
2023-02-14,38.200001,38.730000,38.070000,38.410000,38.308182,99200
2023-02-15,38.200001,38.400002,37.930000,38.369999,38.268284,79600
2023-02-16,37.970001,38.619999,37.880001,38.349998,38.248337,48400
2023-02-17,37.389999,37.430000,37.070000,37.400002,37.300861,39000
2023-02-21,34.779999,35.599998,34.770000,35.189999,35.096714,73700
2023-02-22,35.590000,35.689999,35.000000,35.400002,35.306160,71700
2023-02-23,36.009998,36.009998,35.110001,35.400002,35.306160,12300
2023-02-24,34.430000,34.570000,33.830002,34.060001,33.969711,24400
2023-02-27,35.150002,35.189999,34.790001,34.900002,34.807487,25200
2023-02-28,35.380001,35.650002,35.209999,35.400002,35.306160,84500
2023-03-01,37.560001,37.560001,37.070000,37.180000,37.081440,88600
2023-03-02,35.419998,36.529999,35.419998,36.490002,36.393272,56700
2023-03-03,35.470001,36.169998,35.470001,36.160000,36.064144,48700
2023-03-06,35.930000,36.150002,35.730000,35.730000,35.635284,59700
2023-03-07,35.430000,35.560001,34.750000,34.900002,34.807487,38700
2023-03-08,34.720001,34.860001,34.430000,34.689999,34.598042,54900
2023-03-09,33.990002,34.049999,33.470001,33.470001,33.381275,36600
2023-03-10,33.360001,33.639999,33.119999,33.160000,33.072098,40300
2023-03-13,33.119999,34.000000,33.119999,33.779999,33.690453,56600
2023-03-14,34.470001,34.770000,34.369999,34.660000,34.568123,55800
2023-03-15,32.810001,33.410000,32.790001,33.349998,33.261593,41200
2023-03-16,32.660000,33.549999,32.590000,33.540001,33.451092,57000
2023-03-17,33.099998,33.130001,32.580002,32.740002,32.653214,87700
2023-03-20,33.400002,33.500000,33.080002,33.150002,33.062126,89700
2023-03-21,33.619999,34.020000,33.340000,33.650002,33.560799,38200
2023-03-22,34.169998,35.410000,34.169998,34.740002,34.647911,69100
2023-03-23,36.700001,37.240002,36.650002,36.970001,36.871998,92300
2023-03-24,36.610001,36.820000,36.320000,36.610001,36.512951,50300
2023-03-27,35.009998,35.230000,34.750000,35.000000,34.907219,21900
2023-03-28,36.070000,36.389999,35.830002,36.389999,36.293533,111000
2023-03-29,36.919998,37.070000,36.709999,36.849998,36.752316,77200
2023-03-30,37.259998,37.450001,36.900002,37.349998,37.250988,39100
2023-03-31,37.200001,37.340000,36.619999,36.660000,36.562820,63900
2023-04-03,36.950001,37.119999,36.779999,36.910000,36.812157,30400
